,id,name,abilities,color,shape,habitat,capture_chance,height,weight,poke_type,sprite
154,155,cyndaquil,"['blaze', 'flash-fire']",yellow,humanoid,grassland,0.18,5,79,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png
155,156,quilava,"['blaze', 'flash-fire']",yellow,quadruped,grassland,0.18,9,190,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png
156,157,typhlosion,"['blaze', 'flash-fire']",yellow,quadruped,grassland,0.18,17,795,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png
157,158,totodile,"['torrent', 'sheer-force']",blue,upright,waters-edge,0.18,6,95,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png
158,159,croconaw,"['torrent', 'sheer-force']",blue,upright,waters-edge,0.18,11,250,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png
159,160,feraligatr,"['torrent', 'sheer-force']",blue,upright,waters-edge,0.18,23,888,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png
160,161,sentret,"['run-away', 'keen-eye', 'frisk']",brown,quadruped,grassland,1.0,8,60,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png
161,162,furret,"['run-away', 'keen-eye', 'frisk']",brown,quadruped,grassland,0.35,18,325,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png
162,163,hoothoot,"['insomnia', 'keen-eye', 'tinted-lens']",brown,wings,forest,1.0,7,212,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png
163,164,noctowl,"['insomnia', 'keen-eye', 'tinted-lens']",brown,wings,forest,0.35,16,408,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png
164,165,ledyba,"['swarm', 'early-bird', 'rattled']",red,wings,forest,1.0,10,108,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png
165,166,ledian,"['swarm', 'early-bird', 'iron-fist']",red,wings,forest,0.35,14,356,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png
166,167,spinarak,"['swarm', 'insomnia', 'sniper']",green,armor,forest,1.0,5,85,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png
167,168,ariados,"['swarm', 'insomnia', 'sniper']",red,armor,forest,0.35,11,335,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png
168,169,crobat,"['inner-focus', 'infiltrator']",purple,bug-wings,cave,0.35,18,750,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png
169,170,chinchou,"['volt-absorb', 'illuminate', 'water-absorb']",blue,fish,sea,0.75,5,120,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png
170,171,lanturn,"['volt-absorb', 'illuminate', 'water-absorb']",blue,fish,sea,0.29,12,225,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png
171,172,pichu,"['static', 'lightning-rod']",yellow,quadruped,forest,0.75,3,20,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png
172,173,cleffa,"['cute-charm', 'magic-guard', 'friend-guard']",pink,upright,mountain,0.59,3,30,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png
173,174,igglybuff,"['cute-charm', 'competitive', 'friend-guard']",pink,humanoid,grassland,0.67,3,10,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png
174,175,togepi,"['hustle', 'serene-grace', 'super-luck']",white,humanoid,forest,0.75,3,15,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png
175,176,togetic,"['hustle', 'serene-grace', 'super-luck']",white,humanoid,forest,0.29,6,32,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png
176,177,natu,"['synchronize', 'early-bird', 'magic-bounce']",green,wings,forest,0.75,2,20,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png
177,178,xatu,"['synchronize', 'early-bird', 'magic-bounce']",green,wings,forest,0.29,15,150,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png
178,179,mareep,"['static', 'plus']",white,quadruped,grassland,0.92,6,78,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png
179,180,flaaffy,"['static', 'plus']",pink,upright,grassland,0.47,8,133,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png
180,181,ampharos,"['static', 'plus']",yellow,upright,grassland,0.18,14,615,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png
181,182,bellossom,"['chlorophyll', 'healer']",green,humanoid,grassland,0.18,4,58,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png
182,183,marill,"['thick-fat', 'huge-power', 'sap-sipper']",blue,upright,waters-edge,0.75,4,85,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png
183,184,azumarill,"['thick-fat', 'huge-power', 'sap-sipper']",blue,upright,waters-edge,0.29,8,285,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png
184,185,sudowoodo,"['sturdy', 'rock-head', 'rattled']",brown,humanoid,forest,0.25,12,380,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png
185,186,politoed,"['water-absorb', 'damp', 'drizzle']",green,humanoid,waters-edge,0.18,11,339,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png
186,187,hoppip,"['chlorophyll', 'leaf-guard', 'infiltrator']",pink,upright,grassland,1.0,4,5,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png
187,188,skiploom,"['chlorophyll', 'leaf-guard', 'infiltrator']",green,upright,grassland,0.47,6,10,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png
188,189,jumpluff,"['chlorophyll', 'leaf-guard', 'infiltrator']",blue,upright,grassland,0.18,8,30,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png
189,190,aipom,"['run-away', 'pickup', 'skill-link']",purple,upright,forest,0.18,8,115,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png
190,191,sunkern,"['chlorophyll', 'solar-power', 'early-bird']",yellow,ball,grassland,0.92,3,18,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png
191,192,sunflora,"['chlorophyll', 'solar-power', 'early-bird']",yellow,humanoid,grassland,0.47,8,85,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png
192,193,yanma,"['speed-boost', 'compound-eyes', 'frisk']",red,bug-wings,forest,0.29,12,380,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png
193,194,wooper,"['damp', 'water-absorb', 'unaware']",blue,legs,waters-edge,1.0,4,85,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png
194,195,quagsire,"['damp', 'water-absorb', 'unaware']",blue,upright,waters-edge,0.35,14,750,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png
195,196,espeon,"['synchronize', 'magic-bounce']",purple,quadruped,urban,0.18,9,265,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png
196,197,umbreon,"['synchronize', 'inner-focus']",black,quadruped,urban,0.18,10,270,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png
197,198,murkrow,"['insomnia', 'super-luck', 'prankster']",black,wings,forest,0.12,5,21,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png
198,199,slowking,"['oblivious', 'own-tempo', 'regenerator']",pink,upright,waters-edge,0.27,20,795,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png
199,200,misdreavus,['levitate'],gray,ball,cave,0.18,7,10,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png
200,201,unown,['levitate'],black,ball,rare,0.88,5,50,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png
201,202,wobbuffet,"['shadow-tag', 'telepathy']",blue,blob,cave,0.18,13,285,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png
202,203,girafarig,"['inner-focus', 'early-bird', 'sap-sipper']",yellow,quadruped,grassland,0.24,15,415,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png
203,204,pineco,"['sturdy', 'overcoat']",gray,ball,forest,0.75,6,72,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png
204,205,forretress,"['sturdy', 'overcoat']",purple,ball,forest,0.29,12,1258,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png
205,206,dunsparce,"['serene-grace', 'run-away', 'rattled']",yellow,squiggle,cave,0.75,15,140,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png
206,207,gligar,"['hyper-cutter', 'sand-veil', 'immunity']",purple,wings,mountain,0.24,11,648,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png
207,208,steelix,"['rock-head', 'sturdy', 'sheer-force']",gray,squiggle,cave,0.1,92,4000,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png
208,209,snubbull,"['intimidate', 'run-away', 'rattled']",pink,humanoid,urban,0.75,6,78,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png
209,210,granbull,"['intimidate', 'quick-feet', 'rattled']",purple,upright,urban,0.29,14,487,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png
210,211,qwilfish,"['poison-point', 'swift-swim', 'intimidate']",gray,fish,sea,0.18,5,39,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png
211,212,scizor,"['swarm', 'technician', 'light-metal']",red,bug-wings,grassland,0.1,18,1180,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png
212,213,shuckle,"['sturdy', 'gluttony', 'contrary']",yellow,armor,mountain,0.75,6,205,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png
213,214,heracross,"['swarm', 'guts', 'moxie']",blue,humanoid,forest,0.18,15,540,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png
214,215,sneasel,"['inner-focus', 'keen-eye', 'pickpocket']",black,upright,forest,0.24,9,280,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png
215,216,teddiursa,"['pickup', 'quick-feet', 'honey-gather']",brown,upright,mountain,0.47,6,88,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png
216,217,ursaring,"['guts', 'quick-feet', 'unnerve']",brown,upright,mountain,0.24,18,1258,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png
217,218,slugma,"['magma-armor', 'flame-body', 'weak-armor']",red,squiggle,mountain,0.75,7,350,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png
218,219,magcargo,"['magma-armor', 'flame-body', 'weak-armor']",red,squiggle,mountain,0.29,8,550,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png
219,220,swinub,"['oblivious', 'snow-cloak', 'thick-fat']",brown,quadruped,cave,0.88,4,65,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png
220,221,piloswine,"['oblivious', 'snow-cloak', 'thick-fat']",brown,quadruped,cave,0.29,11,558,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png
221,222,corsola,"['hustle', 'natural-cure', 'regenerator']",pink,armor,sea,0.24,6,50,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png
222,223,remoraid,"['hustle', 'sniper', 'moody']",gray,fish,sea,0.75,6,120,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png
223,224,octillery,"['suction-cups', 'sniper', 'moody']",red,tentacles,sea,0.29,9,285,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png
224,225,delibird,"['vital-spirit', 'hustle', 'insomnia']",red,wings,mountain,0.18,9,160,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png
225,226,mantine,"['swift-swim', 'water-absorb', 'water-veil']",purple,wings,sea,0.1,21,2200,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png
226,227,skarmory,"['keen-eye', 'sturdy', 'weak-armor']",gray,wings,rough-terrain,0.1,17,505,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png
227,228,houndour,"['early-bird', 'flash-fire', 'unnerve']",black,quadruped,rough-terrain,0.47,6,108,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png
228,229,houndoom,"['early-bird', 'flash-fire', 'unnerve']",black,quadruped,rough-terrain,0.18,14,350,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png
229,230,kingdra,"['swift-swim', 'sniper', 'damp']",blue,blob,sea,0.18,18,1520,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png
230,231,phanpy,"['pickup', 'sand-veil']",blue,quadruped,rough-terrain,0.47,5,335,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png
231,232,donphan,"['sturdy', 'sand-veil']",gray,quadruped,rough-terrain,0.24,11,1200,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png
232,233,porygon2,"['trace', 'download', 'analytic']",red,legs,urban,0.18,6,325,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png
233,234,stantler,"['intimidate', 'frisk', 'sap-sipper']",brown,quadruped,forest,0.18,14,712,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png
234,235,smeargle,"['own-tempo', 'technician', 'moody']",white,upright,urban,0.18,12,580,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png
235,236,tyrogue,"['guts', 'steadfast', 'vital-spirit']",purple,humanoid,urban,0.29,7,210,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png
236,237,hitmontop,"['intimidate', 'technician', 'steadfast']",brown,upright,urban,0.18,14,480,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png
237,238,smoochum,"['oblivious', 'forewarn', 'hydration']",pink,humanoid,urban,0.18,4,60,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png
238,239,elekid,"['static', 'vital-spirit']",yellow,humanoid,grassland,0.18,6,235,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png
239,240,magby,"['flame-body', 'vital-spirit']",red,upright,mountain,0.18,7,214,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png
240,241,miltank,"['thick-fat', 'scrappy', 'sap-sipper']",pink,upright,grassland,0.18,12,755,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png
241,242,blissey,"['natural-cure', 'serene-grace', 'healer']",pink,humanoid,urban,0.12,15,468,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png
242,243,raikou,"['pressure', 'inner-focus']",yellow,quadruped,grassland,0.01,19,1780,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png
243,244,entei,"['pressure', 'inner-focus']",brown,quadruped,grassland,0.01,21,1980,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png
244,245,suicune,"['pressure', 'inner-focus']",blue,quadruped,grassland,0.01,20,1870,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png
245,246,larvitar,"['guts', 'sand-veil']",green,upright,mountain,0.18,6,720,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png
246,247,pupitar,['shed-skin'],gray,squiggle,mountain,0.18,12,1520,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png
247,248,tyranitar,"['sand-stream', 'unnerve']",green,upright,mountain,0.18,20,2020,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png
248,249,lugia,"['pressure', 'multiscale']",white,wings,rare,0.01,52,2160,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png
249,250,ho-oh,"['pressure', 'regenerator']",red,wings,rare,0.01,38,1990,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png
250,251,celebi,['natural-cure'],green,humanoid,forest,0.18,6,50,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png
251,252,treecko,"['overgrow', 'unburden']",green,upright,forest,0.18,5,50,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png
252,253,grovyle,"['overgrow', 'unburden']",green,upright,forest,0.18,9,216,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png
253,254,sceptile,"['overgrow', 'unburden']",green,upright,forest,0.18,17,522,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png
254,255,torchic,"['blaze', 'speed-boost']",red,legs,grassland,0.18,4,25,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png
255,256,combusken,"['blaze', 'speed-boost']",red,upright,grassland,0.18,9,195,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png
256,257,blaziken,"['blaze', 'speed-boost']",red,upright,grassland,0.18,19,520,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png
257,258,mudkip,"['torrent', 'damp']",blue,quadruped,waters-edge,0.18,4,76,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png
258,259,marshtomp,"['torrent', 'damp']",blue,upright,waters-edge,0.18,7,280,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png
259,260,swampert,"['torrent', 'damp']",blue,upright,waters-edge,0.18,15,819,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png
260,261,poochyena,"['run-away', 'quick-feet', 'rattled']",gray,quadruped,grassland,1.0,5,136,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png
261,262,mightyena,"['intimidate', 'quick-feet', 'moxie']",gray,quadruped,grassland,0.5,10,370,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png
262,263,zigzagoon,"['pickup', 'gluttony', 'quick-feet']",brown,quadruped,grassland,1.0,4,175,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png
263,264,linoone,"['pickup', 'gluttony', 'quick-feet']",white,quadruped,grassland,0.35,5,325,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png
264,265,wurmple,"['shield-dust', 'run-away']",red,armor,forest,1.0,3,36,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png
265,266,silcoon,['shed-skin'],white,ball,forest,0.47,6,100,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png
266,267,beautifly,"['swarm', 'rivalry']",yellow,bug-wings,forest,0.18,10,284,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png
267,268,cascoon,['shed-skin'],purple,ball,forest,0.47,7,115,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png
268,269,dustox,"['shield-dust', 'compound-eyes']",green,bug-wings,forest,0.18,12,316,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png
269,270,lotad,"['swift-swim', 'rain-dish', 'own-tempo']",green,armor,waters-edge,1.0,5,26,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png
270,271,lombre,"['swift-swim', 'rain-dish', 'own-tempo']",green,humanoid,waters-edge,0.47,12,325,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png
271,272,ludicolo,"['swift-swim', 'rain-dish', 'own-tempo']",green,humanoid,waters-edge,0.18,15,550,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png
272,273,seedot,"['chlorophyll', 'early-bird', 'pickpocket']",brown,legs,forest,1.0,5,40,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png
273,274,nuzleaf,"['chlorophyll', 'early-bird', 'pickpocket']",brown,humanoid,forest,0.47,10,280,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png
274,275,shiftry,"['chlorophyll', 'wind-rider', 'pickpocket']",brown,humanoid,forest,0.18,13,596,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png
275,276,taillow,"['guts', 'scrappy']",blue,wings,grassland,0.78,3,23,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png
276,277,swellow,"['guts', 'scrappy']",blue,wings,grassland,0.18,7,198,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png
277,278,wingull,"['keen-eye', 'hydration', 'rain-dish']",white,wings,sea,0.75,6,95,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png
278,279,pelipper,"['keen-eye', 'drizzle', 'rain-dish']",yellow,wings,sea,0.18,12,280,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png
279,280,ralts,"['synchronize', 'trace', 'telepathy']",white,humanoid,urban,0.92,4,66,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png
280,281,kirlia,"['synchronize', 'trace', 'telepathy']",white,humanoid,urban,0.47,8,202,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png
281,282,gardevoir,"['synchronize', 'trace', 'telepathy']",white,humanoid,urban,0.18,16,484,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png
282,283,surskit,"['swift-swim', 'rain-dish']",blue,armor,waters-edge,0.78,5,17,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png
283,284,masquerain,"['intimidate', 'unnerve']",blue,bug-wings,waters-edge,0.29,8,36,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png
284,285,shroomish,"['effect-spore', 'poison-heal', 'quick-feet']",brown,legs,forest,1.0,4,45,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png
285,286,breloom,"['effect-spore', 'poison-heal', 'technician']",green,upright,forest,0.35,12,392,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png
286,287,slakoth,['truant'],brown,quadruped,forest,1.0,8,240,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png
287,288,vigoroth,['vital-spirit'],white,upright,forest,0.47,14,465,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png
288,289,slaking,['truant'],brown,humanoid,forest,0.18,20,1305,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png
289,290,nincada,"['compound-eyes', 'run-away']",gray,armor,forest,1.0,5,55,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png
290,291,ninjask,"['speed-boost', 'infiltrator']",yellow,bug-wings,forest,0.47,8,120,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png
291,292,shedinja,['wonder-guard'],brown,blob,forest,0.18,8,12,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png
292,293,whismur,"['soundproof', 'rattled']",pink,upright,cave,0.75,6,163,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png
293,294,loudred,"['soundproof', 'scrappy']",blue,upright,cave,0.47,10,405,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png
294,295,exploud,"['soundproof', 'scrappy']",blue,upright,cave,0.18,15,840,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png
295,296,makuhita,"['thick-fat', 'guts', 'sheer-force']",yellow,humanoid,mountain,0.71,10,864,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png
296,297,hariyama,"['thick-fat', 'guts', 'sheer-force']",brown,humanoid,mountain,0.78,23,2538,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png
297,298,azurill,"['thick-fat', 'huge-power', 'sap-sipper']",blue,legs,waters-edge,0.59,2,20,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png
298,299,nosepass,"['sturdy', 'magnet-pull', 'sand-force']",gray,humanoid,cave,1.0,10,970,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png
299,300,skitty,"['cute-charm', 'normalize', 'wonder-skin']",pink,quadruped,forest,1.0,6,110,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png
300,301,delcatty,"['cute-charm', 'normalize', 'wonder-skin']",purple,quadruped,forest,0.24,11,326,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png
301,302,sableye,"['keen-eye', 'stall', 'prankster']",purple,humanoid,cave,0.18,5,110,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png
302,303,mawile,"['hyper-cutter', 'intimidate', 'sheer-force']",black,humanoid,cave,0.18,6,115,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png
303,304,aron,"['sturdy', 'rock-head', 'heavy-metal']",gray,quadruped,mountain,0.71,4,600,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png
304,305,lairon,"['sturdy', 'rock-head', 'heavy-metal']",gray,quadruped,mountain,0.35,9,1200,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png
305,306,aggron,"['sturdy', 'rock-head', 'heavy-metal']",gray,upright,mountain,0.18,21,3600,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png
306,307,meditite,"['pure-power', 'telepathy']",blue,humanoid,mountain,0.71,6,112,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png
307,308,medicham,"['pure-power', 'telepathy']",red,humanoid,mountain,0.35,13,315,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png
308,309,electrike,"['static', 'lightning-rod', 'minus']",green,quadruped,grassland,0.47,6,152,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png
309,310,manectric,"['static', 'lightning-rod', 'minus']",yellow,quadruped,grassland,0.18,15,402,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png
